,w_time,step_num,val,run_name,metric,coreset_algorithm,repitition,coreset_frac,mode,
269,1693222981,3,0.3397652507,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
270,1693224080,6,0.3794361949,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
271,1693225181,9,0.384396106,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
272,1693226281,12,0.4006477594,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
273,1693227382,15,0.3950787783,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
274,1693228482,18,0.4064978361,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
275,1693229583,21,0.4222993553,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
276,1693230684,24,0.4112930596,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
277,1693231786,27,0.4165879786,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
278,1693232888,30,0.4313591421,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
279,1693233988,33,0.436075151,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
280,1693235089,36,0.4380651116,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
281,1693236191,39,0.4389588237,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
282,1693237292,42,0.4470566213,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
283,1693238393,45,0.451138109,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
284,1693239493,48,0.4565109015,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
285,1693240593,51,0.4579630792,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
286,1693241695,54,0.4510209262,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
287,1693242796,57,0.4587877393,ar_03,valid_mIoU,adaptiverandom,a,0.3,adaptive,
288,1693923511,3,0.3621036112,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
289,1693925677,3,0.3947185874,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
290,1693927842,6,0.4175408185,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
291,1693930005,9,0.4244364202,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
292,1693932172,12,0.4333940744,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
293,1693934340,15,0.4439135492,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
294,1693936507,18,0.4534702301,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
295,1693938672,21,0.452939868,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
296,1693940838,24,0.4605404139,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
297,1693943004,27,0.460025847,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
298,1693945169,30,0.4637623429,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
299,1693947349,33,0.4633853734,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
300,1693949515,36,0.4651031494,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
301,1693951678,39,0.4707714021,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
302,1693953844,42,0.4712245166,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
303,1693956009,45,0.4677774012,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
304,1693958175,48,0.4657734334,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
305,1693960342,51,0.4855094254,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
306,1693962508,54,0.4780698121,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
307,1693964673,57,0.487097919,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
308,1693380448,3,0.3769330382,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
309,1693382602,3,0.4033384323,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
310,1693384749,6,0.4264539778,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
311,1693386896,9,0.4450538754,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
312,1693389043,12,0.4325264096,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
313,1693391190,15,0.4351393878,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
314,1693393338,18,0.4488793314,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
315,1693395489,21,0.4501210749,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
316,1693397642,24,0.4556536078,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
317,1693399796,27,0.4489226937,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
318,1693401947,30,0.4623659253,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
319,1693404101,33,0.4680545032,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
320,1693406252,36,0.4725016952,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
321,1693408406,39,0.4622631073,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
322,1693410559,42,0.4712582827,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
323,1693412709,45,0.4821772277,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
324,1693414862,48,0.479847014,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
325,1693417012,51,0.4815870225,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
326,1693419167,54,0.4882432818,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive, 
327,1693421318,57,0.4854555726,ar_08,valid_mIoU,adaptiverandom,a,0.8,adaptive,
1195,1693054087,3,0.3898279667,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1196,1693057350,3,0.4095288217,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1197,1693060613,6,0.4433163106,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1198,1693063876,9,0.4586493373,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1199,1693067141,12,0.4602967799,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1200,1693070402,15,0.4580106139,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1201,1693073665,18,0.4583111703,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1202,1693076928,21,0.4697023928,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1203,1693080190,24,0.4747074842,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1204,1693083452,27,0.4739001989,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1205,1693086715,30,0.4783844352,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
1206,1693089978,33,0.487100333,ar_08,valid_mIoU,adaptiverandom,c,0.8,adaptive,
0,1694078043,3,0.3726105988,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
1,1694079153,3,0.3989862502,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
2,1694080263,6,0.4108875692,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
3,1694081373,9,0.4201208353,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
4,1694082484,12,0.4211041927,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
5,1694083594,15,0.4286530316,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
6,1694084704,18,0.4335942864,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
7,1694085812,21,0.4346002042,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
8,1694086923,24,0.444191128,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
9,1694088033,27,0.4504925609,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
10,1694089142,30,0.4552752376,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
11,1694090251,33,0.4583259821,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
12,1694091360,36,0.4562698007,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
13,1694092477,39,0.4588264823,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
14,1694093590,42,0.4647836089,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
15,1694094703,45,0.4685692489,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
16,1694095818,48,0.463906765,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
17,1694096930,51,0.4683541954,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
18,1694098042,54,0.4701798856,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
19,1694099157,57,0.4732112586,static_random_03,valid_mIoU,adaptiverandom,b,0.8,static,
0,1694078043,3,0.38399058,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
1,1694079153,3,0.39526288,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
2,1694080263,6,0.39781217,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
3,1694081373,9,0.42734463,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
4,1694082484,12,0.4137622,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
5,1694083594,15,0.42637689,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
6,1694084704,18,0.43917897,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
7,1694085812,21,0.44475848,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
8,1694086923,24,0.43786773,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
9,1694088033,27,0.45939185,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
10,1694089142,30,0.46226166,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
11,1694090251,33,0.44847492,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
12,1694091360,36,0.45005221,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
13,1694092477,39,0.46894077,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
14,1694093590,42,0.45460083,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
15,1694094703,45,0.46024212,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
16,1694095818,48,0.46749034,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
17,1694096930,51,0.47322236,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
18,1694098042,54,0.48141264,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
19,1694099157,57,0.46013417,static_random_03,valid_mIoU,adaptiverandom,a,0.8,static,
0,1694078043,3,0.34903211,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
1,1694079153,3,0.40776279,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
2,1694080263,6,0.40898942,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
3,1694081373,9,0.42352845,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
4,1694082484,12,0.41243011,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
5,1694083594,15,0.43346475,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
6,1694084704,18,0.43494003,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
7,1694085812,21,0.4267904,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
8,1694086923,24,0.42927779,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
9,1694088033,27,0.45032525,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
10,1694089142,30,0.45246175,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
11,1694090251,33,0.45849031,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
12,1694091360,36,0.44565969,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
13,1694092477,39,0.46794925,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
14,1694093590,42,0.46919209,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
15,1694094703,45,0.45964343,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
16,1694095818,48,0.47335983,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
17,1694096930,51,0.45279654,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
18,1694098042,54,0.46459036,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
19,1694099157,57,0.4678164,static_random_03,valid_mIoU,adaptiverandom,c,0.8,static,
