,0
1350,0.98742163
1351,0.97781205
1352,0.99191904
1353,0.7920972
1354,0.99501294
1355,0.97606856
1356,0.8926713
1357,0.8500403
1358,0.986045
1359,0.87491566
1360,0.7751166
1361,0.9941665
1362,0.9736497
1363,0.5908537
1364,0.78954816
1365,0.7662524
1366,0.97309446
1367,0.5919975
1368,0.96589094
1369,0.9812826
1370,0.9363309
1371,0.74614114
1372,0.9026161
1373,0.9127152
1374,0.6777515
1375,0.6906232
1376,0.6122157
1377,0.67022955
1378,0.9979579
1379,0.9949511
1380,0.77493435
1381,0.9992288
1382,0.9888244
1383,0.8647283
1384,0.57729095
1385,0.842102
1386,0.9380734
1387,0.8817601
1388,0.98473984
1389,0.98210627
1390,0.6398834
1391,0.98823273
1392,0.63420844
1393,0.8815115
1394,0.7828
1395,0.8794225
1396,0.87711155
1397,0.8360282
1398,0.58952916
1399,0.993733
1400,0.8036172
1401,0.9673174
1402,0.93912363
1403,0.9943073
1404,0.6898004
1405,0.79318315
1406,0.68417203
1407,0.64416564
1408,0.5907875
1409,0.764229
1410,0.76486236
1411,0.98962855
1412,0.83199084
1413,0.9768898
1414,0.7258151
1415,0.9827873
1416,0.5860766
1417,0.96311635
1418,0.67306167
1419,0.9272105
1420,0.7425106
1421,0.64893275
1422,0.61602986
1423,0.88205564
1424,0.7178941
1425,0.94811213
1426,0.958253
1427,0.99844456
1428,0.9795199
1429,0.61963695
1430,0.94522226
1431,0.58369684
1432,0.94774294
1433,0.9141373
1434,0.9830907
1435,0.95857626
1436,0.92074704
1437,0.9801752
1438,0.9965187
1439,0.93147916
1440,0.9788374
1441,0.6023336
1442,0.9844806
1443,0.6540205
1444,0.8938587
1445,0.98252773
1446,0.7109984
1447,0.99568117
1448,0.9282541
1449,0.7895279
1450,0.7295822
1451,0.9798509
1452,0.773962
1453,0.99197286
1454,0.7553343
1455,0.7053205
1456,0.64164805
1457,0.97274595
1458,0.84167403
1459,0.7476115
1460,0.6105777
1461,0.72669137
1462,0.8536048
1463,0.6136348
1464,0.93583566
1465,0.6497592
1466,0.6140184
1467,0.99081117
1468,0.9603052
1469,0.7202324
1470,0.7202592
1471,0.61089706
1472,0.96279794
1473,0.6660125
1474,0.99338156
1475,0.9852857
1476,0.82950366
1477,0.94787407
1478,0.96580666
1479,0.93476343
1480,0.59665287
1481,0.95184046
1482,0.85704684
1483,0.6164259
1484,0.98249745
1485,0.9957681
1486,0.74833083
1487,0.9765795
1488,0.77845263
1489,0.86148417
1490,0.9855725
1491,0.9690135
1492,0.965704
1493,0.73172385
1494,0.7927836
1495,0.79063165
1496,0.81609493
1497,0.8662564
1498,0.65023464
1499,0.79282105
1500,0.66421944
1501,0.9781939
1502,0.9911106
1503,0.8381104
1504,0.97846514
1505,0.94258475
1506,0.9466767
1507,0.60433626
1508,0.9581535
1509,0.8806767
1510,0.9920346
1511,0.9967244
1512,0.99670976
1513,0.7321206
1514,0.8820619
1515,0.9752365
1516,0.69721514
1517,0.99816394
1518,0.9648537
1519,0.9970606
1520,0.9490912
1521,0.9482939
1522,0.9042851
1523,0.9892764
1524,0.8957488
1525,0.9983578
1526,0.9993591
1527,0.7231086
1528,0.78350323
1529,0.86688226
1530,0.9930506
1531,0.9927688
1532,0.97444296
1533,0.94691336
1534,0.8298038
1535,0.97815865
1536,0.97613996
1537,0.5994869
1538,0.9742299
1539,0.96049714
1540,0.94565547
1541,0.9733069
1542,0.9817941
1543,0.7344254
1544,0.9734641
1545,0.8619333
1546,0.995931
1547,0.6480917
1548,0.7159785
1549,0.95854706
1550,0.9763873
1551,0.9326182
1552,0.97887874
1553,0.9240263
1554,0.9478253
1555,0.6961023
1556,0.9888216
1557,0.93040043
1558,0.82771
1559,0.82117397
1560,0.8771949
1561,0.9871578
1562,0.72109956
1563,0.8134644
1564,0.93745756
1565,0.57257634
1566,0.88610256
1567,0.9073479
1568,0.90293145
1569,0.98469156
1570,0.97136325
1571,0.98976886
1572,0.7134129
1573,0.73258704
1574,0.61320245
1575,0.72654885
1576,0.63197744
1577,0.7386051
1578,0.9975009
1579,0.9982864
1580,0.99562883
1581,0.8182935
1582,0.9983909
1583,0.7954223
1584,0.9720839
1585,0.65269464
1586,0.71591
1587,0.9456032
1588,0.61227083
1589,0.909933
1590,0.65409076
1591,0.95270956
1592,0.9024279
1593,0.80773777
1594,0.88030696
1595,0.79715765
1596,0.5901139
1597,0.96867317
1598,0.82130134
1599,0.58565843
1600,0.99746096
1601,0.99216
1602,0.5921349
1603,0.9923427
1604,0.92324364
1605,0.9533663
1606,0.66675055
1607,0.6770546
1608,0.9465301
1609,0.98267126
1610,0.9106379
1611,0.9550526
1612,0.7819823
1613,0.586772
1614,0.91937006
1615,0.9828079
1616,0.76891375
1617,0.9092773
1618,0.95695
1619,0.8561218
1620,0.7326348
1621,0.9883353
1622,0.9794906
1623,0.72060126
1624,0.99371207
1625,0.76282394
1626,0.77827466
1627,0.94476825
1628,0.9058847
1629,0.9008234
1630,0.8242675
1631,0.8631792
1632,0.96926653
1633,0.98686343
1634,0.81890446
1635,0.59980935
1636,0.93591124
1637,0.9505072
1638,0.99049854
1639,0.60517824
1640,0.8196792
1641,0.5986905
1642,0.93422633
1643,0.8393957
1644,0.8631851
1645,0.7342482
1646,0.99724734
1647,0.9705655
1648,0.9210502
1649,0.98063433
1650,0.60056245
1651,0.89993733
1652,0.95466554
1653,0.9809797
1654,0.9927025
1655,0.61923724
1656,0.6561795
1657,0.83317435
1658,0.8954932
1659,0.9871689
1660,0.83079636
1661,0.96054494
1662,0.9533017
1663,0.88253355
1664,0.6457749
1665,0.78015625
1666,0.7579872
1667,0.84440017
1668,0.9718906
1669,0.73168737
1670,0.99165195
1671,0.8619336
1672,0.6111045
1673,0.99447
